date,time_start,time_end,source_family,summary_recovery_type,source_mode,data_visibility,confidence_cap,proxy_vs_raw_verdict,proxy_raw_agreement_state,source_quality_score,source_quality_state,b6_memory_candidate_score,b6_memory_candidate_state,raw_texture_role,raw_delta_pips,raw_range_pips,raw_tick_count,moment_type,label_fr,memory_candidate_reason,technical_limits
2026-05-04,2026-05-04T20:00:00+00:00,2026-05-04T21:00:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF30_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=SPARSE_PROXY_COVERAGE; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-11,2026-05-11T21:41:00+00:00,2026-05-11T22:41:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-11,2026-05-11T22:41:00+00:00,2026-05-11T23:41:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-13,2026-05-13T20:00:00+00:00,2026-05-13T21:00:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF5_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_WEAK_DIRECTIONAL,Flux faible / transition proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=FULL_DAY_TF5_PROXY; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-13,2026-05-13T21:00:00+00:00,2026-05-13T22:00:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF5_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=FULL_DAY_TF5_PROXY; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-13,2026-05-13T22:00:00+00:00,2026-05-13T23:00:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF5_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=FULL_DAY_TF5_PROXY; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-13,2026-05-13T23:00:00+00:00,2026-05-14T00:00:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF5_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_WEAK_DIRECTIONAL,Flux faible / transition proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=FULL_DAY_TF5_PROXY; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-14,2026-05-14T20:03:00+00:00,2026-05-14T21:03:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-14,2026-05-14T21:03:00+00:00,2026-05-14T22:03:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_ROTATIONAL,Rotation / respiration de zone,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-14,2026-05-14T22:03:00+00:00,2026-05-14T23:03:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
2026-05-14,2026-05-14T23:03:00+00:00,2026-05-15T00:00:00+00:00,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,FLOW_FRICTION_ABSORPTION_LIKE,Friction / absorption-like proxy,Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL
