film_id,date,time_start,time_end,session,source_family,summary_recovery_type,source_mode,data_visibility,confidence_cap,moment_type,label_fr,base,reaction,projection,judgment,raw_agreement,proxy_vs_raw_verdict,proxy_raw_agreement_state,source_quality_score,source_quality,source_quality_state,b6_memory_candidate_score,b6_memory_candidate_state,raw_texture_role,raw_delta_pips,raw_range_pips,raw_tick_count,memory_family,pattern_key,why_keep_for_memory,memory_use_case,similarity_features,limits
B6FC_20260511_2041_BD6D9871,2026-05-11,2026-05-11T20:41:00+00:00,2026-05-11T21:41:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=NY_AFTERNOON; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260511_2141_7DC931E6,2026-05-11,2026-05-11T21:41:00+00:00,2026-05-11T22:41:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260511_2241_3CBFCED5,2026-05-11,2026-05-11T22:41:00+00:00,2026-05-11T23:41:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260513_2000_08CFD0BB,2026-05-13,2026-05-13T20:00:00+00:00,2026-05-13T21:00:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF5_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,FLOW_WEAK_DIRECTIONAL,Flux faible / transition proxy,Base scene: Flux faible / transition proxy (FLOW_WEAK_DIRECTIONAL).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|TF5_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=NY_AFTERNOON; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=TF5_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=FULL_DAY_TF5_PROXY; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260513_2100_4B7506D3,2026-05-13,2026-05-13T21:00:00+00:00,2026-05-13T22:00:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF5_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|TF5_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=TF5_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=FULL_DAY_TF5_PROXY; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260513_2200_0E83119A,2026-05-13,2026-05-13T22:00:00+00:00,2026-05-13T23:00:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF5_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|TF5_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=TF5_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=FULL_DAY_TF5_PROXY; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260513_2300_7C1195C6,2026-05-13,2026-05-13T23:00:00+00:00,2026-05-14T00:00:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,TF5_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.25,FLOW_WEAK_DIRECTIONAL,Flux faible / transition proxy,Base scene: Flux faible / transition proxy (FLOW_WEAK_DIRECTIONAL).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|TF5_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=TF5_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=FULL_DAY_TF5_PROXY; confidence_cap=0.25; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260514_2003_7F49E5A7,2026-05-14,2026-05-14T20:03:00+00:00,2026-05-14T21:03:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=NY_AFTERNOON; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260514_2103_748418D3,2026-05-14,2026-05-14T21:03:00+00:00,2026-05-14T22:03:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_ROTATIONAL,Rotation / respiration de zone,Base scene: Rotation / respiration de zone (FLOW_ROTATIONAL).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260514_2203_16D7578C,2026-05-14,2026-05-14T22:03:00+00:00,2026-05-14T23:03:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260514_2303_62690EA7,2026-05-14,2026-05-14T23:03:00+00:00,2026-05-15T00:00:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_FRICTION_ABSORPTION_LIKE,Friction / absorption-like proxy,Base scene: Friction / absorption-like proxy (FLOW_FRICTION_ABSORPTION_LIKE).,Reaction raw indisponible: scene rejetee de la memoire active.,Projection non exploitable: raw unavailable.,"REJECT: raw indisponible, conserve seulement comme trace de couverture.",RAW_UNAVAILABLE,RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.000,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,0.000,B6_REJECT_RAW_UNAVAILABLE,RAW_UNAVAILABLE,0.0,0.0,0,RAW_UNAVAILABLE_REJECT,RAW_UNAVAILABLE_REJECT|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|RAW_UNAVAILABLE|RAW_UNAVAILABLE|SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE,Rejected or trace only: Rejet memoire active: raw indisponible; conservation uniquement en trace de couverture.,"Comparer comme contexte mixte, utile pour faux positifs et differences de texture.",family=RAW_UNAVAILABLE_REJECT; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_UNAVAILABLE; raw_agreement=RAW_UNAVAILABLE; source_quality=SOURCE_QUALITY_REJECT_RAW_UNAVAILABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; RAW_UNAVAILABLE: excluded from active B6 memory; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
