"nom_fichier","chemin_source","chemin_relatif","chemin_archive","date_modif","taille_kb","action"
"pf_temporal_patterns_cockpit.py.bak","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\Archive\pf_temporal_patterns_cockpit.py.bak","Core\Archive\pf_temporal_patterns_cockpit.py.bak","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\Archive\pf_temporal_patterns_cockpit.py.bak","2026-05-03 01:19:43","22,29","MOVE"
"cockpit_agentic_state_v01_backup_20260507.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\cockpit_agentic_state_v01_backup_20260507.py","Core\AVANT\cockpit_agentic_state_v01_backup_20260507.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\cockpit_agentic_state_v01_backup_20260507.py","2026-05-06 15:40:15","14,63","MOVE"
"cockpit_agentic_state_v01_before_behavioral_queue_v01.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\cockpit_agentic_state_v01_before_behavioral_queue_v01.py","Core\AVANT\cockpit_agentic_state_v01_before_behavioral_queue_v01.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\cockpit_agentic_state_v01_before_behavioral_queue_v01.py","2026-05-05 00:27:13","9,22","MOVE"
"pf_temporal_node_state_before_claude_v07.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_before_claude_v07.py","Core\AVANT\pf_temporal_node_state_before_claude_v07.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_before_claude_v07.py","2026-05-05 13:58:52","47,47","MOVE"
"pf_temporal_node_state_before_v071_capture_quality.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_before_v071_capture_quality.py","Core\AVANT\pf_temporal_node_state_before_v071_capture_quality.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_before_v071_capture_quality.py","2026-05-05 23:10:41","56,56","MOVE"
"pf_temporal_node_state_before_v072_m5_thin.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_before_v072_m5_thin.py","Core\AVANT\pf_temporal_node_state_before_v072_m5_thin.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_before_v072_m5_thin.py","2026-05-05 23:10:41","56,56","MOVE"
"pf_temporal_node_state_before_v0721_m5_role_context.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_before_v0721_m5_role_context.py","Core\AVANT\pf_temporal_node_state_before_v0721_m5_role_context.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_before_v0721_m5_role_context.py","2026-05-05 23:27:10","58,64","MOVE"
"pf_temporal_node_state_before_v073_daily_open_transition.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_before_v073_daily_open_transition.py","Core\AVANT\pf_temporal_node_state_before_v073_daily_open_transition.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_before_v073_daily_open_transition.py","2026-05-05 23:44:28","59","MOVE"
"pf_temporal_node_state_before_v081_release_state.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_before_v081_release_state.py","Core\AVANT\pf_temporal_node_state_before_v081_release_state.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_before_v081_release_state.py","2026-05-06 00:55:08","81,89","MOVE"
"pf_temporal_node_state_before_v082_energy_release_alignment.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_before_v082_energy_release_alignment.py","Core\AVANT\pf_temporal_node_state_before_v082_energy_release_alignment.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_before_v082_energy_release_alignment.py","2026-05-06 01:04:45","86,16","MOVE"
"pf_temporal_node_state_before_v08b_kinematics_state.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_before_v08b_kinematics_state.py","Core\AVANT\pf_temporal_node_state_before_v08b_kinematics_state.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_before_v08b_kinematics_state.py","2026-05-05 23:50:23","61,89","MOVE"
"pf_temporal_node_state_v06_before_manual_v07.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_v06_before_manual_v07.py","Core\AVANT\pf_temporal_node_state_v06_before_manual_v07.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_v06_before_manual_v07.py","2026-05-05 13:58:52","47,47","MOVE"
"pf_temporal_node_state_v06_before_v07_api_fixed.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_v06_before_v07_api_fixed.py","Core\AVANT\pf_temporal_node_state_v06_before_v07_api_fixed.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_v06_before_v07_api_fixed.py","2026-05-05 13:58:52","47,47","MOVE"
"pf_temporal_node_state_v06_before_v07_manual.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\AVANT\pf_temporal_node_state_v06_before_v07_manual.py","Core\AVANT\pf_temporal_node_state_v06_before_v07_manual.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\AVANT\pf_temporal_node_state_v06_before_v07_manual.py","2026-05-05 13:58:52","47,47","MOVE"
"capture_bridge_BACKUP_before_ea_v2_20260504_174432.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\capture_bridge_BACKUP_before_ea_v2_20260504_174432.py","Core\capture_bridge_BACKUP_before_ea_v2_20260504_174432.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\capture_bridge_BACKUP_before_ea_v2_20260504_174432.py","2026-05-04 17:44:32","7,49","MOVE"
"db_BACKUP_before_ea_v2_20260504_174432.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\db_BACKUP_before_ea_v2_20260504_174432.py","Core\db_BACKUP_before_ea_v2_20260504_174432.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\db_BACKUP_before_ea_v2_20260504_174432.py","2026-05-04 17:44:32","14,89","MOVE"
"pf_relational_gravity_bridge_before_p12_guard.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Core\pf_relational_gravity_bridge_before_p12_guard.py","Core\pf_relational_gravity_bridge_before_p12_guard.py","C:\Users\User\Desktop\ProjetPowerFlow\ia\GPT\Archive_20260509\Core\pf_relational_gravity_bridge_before_p12_guard.py","2026-05-06 15:27:17","12,28","MOVE"
