film_id,date,session,memory_family,raw_agreement,source_quality_state,source_mode,confidence_cap,technical_flags,limits
B6FC_20260506_0022_AD138F45,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0023_2B8F609D,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0024_413B89F3,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0025_A7FC9144,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0026_82FB3F9A,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0027_4170C059,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0028_65EF93DE,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0029_0BB62E0F,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0030_0CB58796,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0031_FB2C5D25,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0032_A34D1BCE,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0033_3FFC9CAD,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0034_F8652F25,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
